0.5,0.0,0.0,0.0,0.0
1.5,0.0005472954471705092,0.0004811766206071819,1.6408535729232433e-05,1.2051362903455605e-05
2.5,0.00022283386175608538,0.00018645535327080473,7.748252697021324e-06,5.955393549442284e-06
3.5,0.00012968261637506375,0.00010581757184684315,5.132316252568407e-06,4.268483894566962e-06
4.5,8.828439661272022e-05,7.059570960669324e-05,3.907884058533139e-06,3.6399092255481997e-06
5.5,6.510235371326399e-05,5.1301888630686385e-05,3.375771002246785e-06,3.0374414916644353e-06
6.5,5.0510808978627714e-05,3.941112500139434e-05,3.0542145101683646e-06,2.8727669777362065e-06
7.5,4.0501063300086354e-05,3.2085441900940416e-05,2.797884779828271e-06,2.81252020434783e-06
8.5,3.364186707072618e-05,2.5182553788932162e-05,2.393936588711963e-06,2.367698194163651e-06
9.5,2.8075896377165956e-05,2.175321666042846e-05,2.3035345856009483e-06,2.3014267434364365e-06
10.5,2.4094201978052983e-05,1.8749437886307973e-05,2.2165655699498454e-06,2.144785132626658e-06
11.5,2.0547583455256048e-05,1.598330858281654e-05,1.9899883975956558e-06,2.0192710214008555e-06
12.5,1.8255183665563275e-05,1.3816829687773256e-05,1.8881431029516007e-06,1.9278967484284634e-06
13.5,1.579475457191396e-05,1.2454490280558539e-05,1.8892874321049046e-06,1.957016022232852e-06
14.5,1.3412339083673042e-05,1.0674882616772984e-05,1.7782875042344178e-06,1.8425471527949102e-06
15.5,1.2824236519825157e-05,9.809949078318204e-06,1.8377926202062251e-06,1.879699329717751e-06
16.5,1.1383985343054829e-05,8.478006696416593e-06,1.7542565920150342e-06,1.7662345731696157e-06
17.5,9.763702769188209e-06,7.693210770151148e-06,1.667287576363931e-06,1.6517657037316738e-06
18.5,9.598673988516607e-06,7.234492024517139e-06,1.6444009932978513e-06,1.7612140087205832e-06
19.5,8.992568284959094e-06,6.811697036071334e-06,1.6775865387436669e-06,1.6236505428170916e-06
20.5,7.525312398624322e-06,5.64555661042343e-06,1.6066381312388196e-06,1.5031569960403109e-06
21.5,7.372285711092474e-06,5.311189331979362e-06,1.5322567362740604e-06,1.4780541737951481e-06
22.5,6.8321915198036e-06,4.965768589785077e-06,1.571163927486396e-06,1.4770500609053415e-06
23.5,6.430121399621884e-06,4.559553796964599e-06,1.6020608146256037e-06,1.3836675621533365e-06
24.5,5.607978019548821e-06,3.968193486327984e-06,1.472751620302253e-06,1.2712069184950076e-06
25.5,5.418945052597715e-06,3.888055874138909e-06,1.4349887582432214e-06,1.3123755469770745e-06
26.5,5.085886967969576e-06,3.6393529397590244e-06,1.4521536955427814e-06,1.2129683708862304e-06
27.5,4.824841442179954e-06,3.426573762567345e-06,1.5116588115145887e-06,1.21598070955565e-06
28.5,4.650811091653539e-06,3.2414282447512085e-06,1.4201124792502697e-06,1.1858573228614547e-06
29.5,4.1077163770797415e-06,3.0093055059966496e-06,1.4384217457031333e-06,1.0583349858560283e-06
30.5,3.6696399774788346e-06,2.774419401304536e-06,1.2930919432335268e-06,1.010137567145316e-06
31.5,3.7686572458817793e-06,2.6804649594276903e-06,1.2152775608088556e-06,1.0352403893904787e-06
32.5,3.852671897860035e-06,2.4842659778613366e-06,1.2404528021815434e-06,1.018170470263768e-06
33.5,3.7686572458817793e-06,2.384784804109383e-06,1.299957918153351e-06,9.44870229307893e-07
34.5,3.522614336516886e-06,2.2134561159810177e-06,1.2896589557736149e-06,9.167550683933109e-07
35.5,2.8324939809812103e-06,2.1029214784788464e-06,1.1981126235092959e-06,8.263849083107253e-07
36.5,2.7784845618523315e-06,1.9923868409766755e-06,1.196968294355992e-06,8.293972469801448e-07
37.5,2.901506016534778e-06,1.8597452759740699e-06,1.1351745200775766e-06,8.203602309718862e-07
38.5,2.838495027551086e-06,1.7022334175334761e-06,1.079102391565681e-06,7.099078130931705e-07
39.5,2.739477759148141e-06,1.6607829284701621e-06,1.1466178116106164e-06,7.550928931344632e-07
40.5,2.4784322333585594e-06,1.5557750228430996e-06,1.103133303785065e-06,7.390270868975591e-07
41.5,2.463429616933871e-06,1.4562938490911456e-06,1.0459168461198655e-06,6.958502326358794e-07
42.5,2.0703610666070293e-06,1.2545681356496833e-06,9.417828931692025e-07,5.773649116387116e-07
43.5,1.9803453680588977e-06,1.221407744399032e-06,1.0825353790255932e-06,5.924266049858091e-07
44.5,1.6742919929952503e-06,1.061132520020884e-06,9.360612474026826e-07,5.372003960464513e-07
45.5,1.8153165873873231e-06,1.072185983771101e-06,9.463602097824184e-07,5.482456378343229e-07
46.5,1.8003139709626345e-06,1.1163998387719696e-06,9.81834413534842e-07,5.382045089362577e-07
47.5,1.6802930395651259e-06,1.0169186650200141e-06,8.90288081270523e-07,5.241469284789667e-07
48.5,1.6742919929952503e-06,9.533612484562631e-07,8.651128398978353e-07,4.6992483242941846e-07
49.5,1.7343024586940047e-06,8.842771000174032e-07,8.93721068730435e-07,4.970358804541926e-07
50.5,1.5722742013073678e-06,8.704602703296313e-07,8.181953446123718e-07,4.377932199556121e-07
51.5,1.6082804807266205e-06,8.262464153287611e-07,8.811334480440912e-07,4.759495097682571e-07
52.5,1.56927367802243e-06,7.461088031396836e-07,8.319272944520196e-07,4.478343488536766e-07
53.5,1.3652380946466652e-06,7.599256328274556e-07,7.850097991665562e-07,4.4281378440464436e-07
54.5,1.281223442668409e-06,7.654523647025644e-07,8.101850405392439e-07,3.986328172531606e-07
55.5,1.3052276289479108e-06,5.94123676574192e-07,7.506799245674365e-07,3.8055878523664454e-07
56.5,1.3292318152274125e-06,6.549177272003886e-07,7.667005327136923e-07,3.855793496856768e-07
57.5,1.1221957085667099e-06,5.720167490737568e-07,7.266490123480528e-07,3.6850943055896716e-07
58.5,1.2242135002545924e-06,6.632078250130518e-07,7.289376706546607e-07,3.745341078978058e-07
