80,0.00855422,2.92524e-06
80.4082,0.00870739,2.97809e-06
80.8163,0.00885452,3.01933e-06
81.2245,0.00901288,3.07444e-06
81.6327,0.00916489,3.11751e-06
82.0408,0.00932111,3.16758e-06
82.449,0.00948151,3.215e-06
82.8571,0.00964331,3.26784e-06
83.2653,0.00980105,3.31548e-06
83.6735,0.00997152,3.37192e-06
84.0816,0.0101296,3.41241e-06
84.4898,0.0103016,3.47661e-06
84.898,0.0104745,3.52533e-06
85.3061,0.0106348,3.5811e-06
85.7143,0.0108103,3.63161e-06
86.1224,0.0109842,3.69342e-06
86.5306,0.0111599,3.73941e-06
86.9388,0.0113292,3.79148e-06
87.3469,0.0115117,3.85182e-06
87.7551,0.0116966,3.91508e-06
88.1633,0.0118721,3.95983e-06
88.5714,0.0120627,4.03032e-06
88.9796,0.0122379,4.07341e-06
89.3878,0.0124257,4.13522e-06
89.7959,0.0126146,4.1899e-06
90.2041,0.01281,4.26285e-06
90.6122,0.0129827,4.30699e-06
91.0204,0.013182,4.37095e-06
91.4286,0.0133801,4.43922e-06
91.8367,0.013577,4.49855e-06
92.2449,0.0137733,4.55469e-06
92.6531,0.0139612,4.61416e-06
93.0612,0.0141669,4.68154e-06
93.4694,0.0143628,4.72987e-06
93.8776,0.0145756,4.80288e-06
94.2857,0.0147729,4.85817e-06
94.6939,0.0149836,4.92727e-06
95.102,0.0151948,5.00019e-06
95.5102,0.0153934,5.05358e-06
95.9184,0.0156085,5.12854e-06
96.3265,0.015825,5.18882e-06
96.7347,0.0160311,5.25124e-06
97.1429,0.0162428,5.30595e-06
97.551,0.0164787,5.3834e-06
97.9592,0.0166799,5.46194e-06
98.3673,0.0169082,5.52844e-06
98.7755,0.0171311,5.58236e-06
99.1837,0.017358,5.66127e-06
99.5918,0.0175785,5.71861e-06
100,0.0178048,5.80058e-06
